image_id,healthy,multiple_diseases,rust,scab
Test_0,1.1433041e-05,0.00017988373,0.9998079,8.0066116e-07
Test_1,7.744126e-06,0.00071777066,0.99927145,3.0413498e-06
Test_2,7.955547e-08,9.450961e-06,3.563163e-08,0.99999046
Test_3,0.9999503,2.3188597e-06,3.3830085e-05,1.3617173e-05
Test_4,3.117427e-05,0.0006571243,0.999302,9.680307e-06
Test_5,0.9420769,0.026402786,0.0016851153,0.029835211
Test_6,0.9971624,0.00030271924,0.0009618513,0.0015729384
Test_7,1.5917725e-06,0.00070932653,2.293517e-06,0.99928683
Test_8,5.740569e-05,0.034932345,9.6573014e-05,0.96491367
Test_9,5.696057e-06,8.5460044e-05,0.9999081,6.849406e-07
Test_10,0.00031540985,0.0007324639,0.998946,6.1977444e-06
Test_11,0.9930996,0.000747748,0.0057203323,0.0004323925
Test_12,0.002204246,0.12466231,0.00030740708,0.87282604
Test_13,0.9994992,0.00018361944,0.00024053345,7.663353e-05
Test_14,0.00026905345,0.0021103893,0.99759066,2.9960642e-05
Test_15,3.7694193e-05,0.0002519888,0.9997093,9.573824e-07
Test_16,0.9805274,0.0049839783,0.010969333,0.0035192464
Test_17,3.4787092e-05,0.0057457555,9.324258e-05,0.9941262
Test_18,0.030255219,0.09950461,0.0197821,0.85045815
Test_19,1.819033e-06,0.000192277,0.9998049,9.352503e-07
Test_20,2.5972227e-05,0.0005137433,7.1544164e-06,0.9994531
Test_21,0.99901307,0.00016676923,0.00017506658,0.0006450897
Test_22,2.9765923e-05,0.00030571801,0.99966097,3.5577693e-06
Test_23,2.8772882e-09,1.4814664e-06,1.7944206e-09,0.99999857
Test_24,0.6566065,0.027146284,0.000898471,0.31534877
Test_25,8.602083e-06,0.00014421,3.3867368e-06,0.99984384
Test_26,0.0013429987,0.09949865,0.0011137015,0.89804465
Test_27,6.0446004e-05,0.0025686699,0.99735165,1.9309959e-05
Test_28,0.9997203,3.1533764e-05,9.6978765e-05,0.00015110822
Test_29,0.0005642025,0.9646966,0.006165578,0.028573638
Test_30,0.9991529,7.356865e-05,1.9387053e-05,0.00075412926
Test_31,0.00026790414,0.46875423,0.53055704,0.00042078926
Test_32,0.0032523258,0.05722319,0.0031801367,0.93634427
Test_33,7.198118e-09,1.3085821e-06,2.9493952e-09,0.9999987
Test_34,0.00013978142,0.00018074489,2.2399017e-06,0.9996772
Test_35,1.4397148e-05,0.0018532225,8.495013e-06,0.99812394
Test_36,2.174621e-06,6.0245944e-05,0.99993706,4.5834483e-07
Test_37,0.025775002,0.009523941,7.7747005e-05,0.9646234
Test_38,2.2917744e-05,0.00230953,9.486471e-06,0.997658
Test_39,1.0408782e-05,0.00049151125,0.99948275,1.5267167e-05
Test_40,7.271254e-07,2.8838718e-05,0.9999703,1.6939943e-07
Test_41,1.7437328e-08,5.7263637e-06,0.9999943,6.744703e-09
Test_42,0.00017002206,0.001309053,1.0163549e-05,0.9985108
Test_43,4.5844452e-05,0.00063344394,0.9993173,3.4052216e-06
Test_44,0.0028697716,0.97073317,0.0056087663,0.020788388
Test_45,0.00019121007,0.8107695,0.009235396,0.17980394
Test_46,0.019550286,0.56543475,0.0015646099,0.41345036
Test_47,0.0012099417,0.011382969,0.9869105,0.0004966527
Test_48,6.051029e-06,0.00012674759,0.9998659,1.3665151e-06
Test_49,4.7064605e-05,0.0001540573,0.99979204,6.891626e-06
Test_50,4.0138097e-05,0.0012310783,0.9987196,9.341741e-06
Test_51,2.0005782e-05,0.008968663,0.9909897,2.1610273e-05
Test_52,9.43659e-05,0.0050389334,0.99485564,1.1064211e-05
Test_53,2.7058627e-07,0.000105360785,0.99989426,1.0785897e-07
Test_54,0.017136969,0.76007754,0.21986921,0.0029162671
Test_55,2.7202232e-05,0.005745282,5.1452185e-05,0.99417603
Test_56,0.00012422481,0.017996937,0.00016782788,0.98171103
Test_57,0.9265481,0.0055769314,0.03465592,0.033219114
Test_58,1.0905735e-05,0.0016527222,7.665565e-06,0.99832875
Test_59,0.002273526,0.6968324,0.26297313,0.037920948
Test_60,3.4063675e-07,0.0005066319,1.0092398e-06,0.99949205
Test_61,0.9989396,0.0002929809,0.00048467552,0.00028275966
Test_62,0.0016322283,0.59507465,0.007532922,0.3957602
Test_63,0.008715675,0.7369367,0.0031795246,0.25116807
Test_64,0.87433463,0.011152211,0.008703795,0.105809376
Test_65,4.737265e-06,0.005968643,0.9940176,9.03258e-06
Test_66,0.9996815,4.87639e-05,0.00023343317,3.6333175e-05
Test_67,8.30154e-07,0.0001768639,0.99982077,1.4900379e-06
Test_68,7.645981e-06,0.022397745,2.176501e-05,0.9775728
Test_69,1.4100373e-05,0.0011289006,0.9988518,5.278435e-06
Test_70,3.804396e-05,0.008379207,0.00012996678,0.9914527
Test_71,7.491993e-05,0.00023434607,0.99968684,3.9101556e-06
Test_72,0.0011300453,0.010946219,0.00046145264,0.98746234
Test_73,0.99727887,0.00017984876,0.0023498447,0.0001914712
Test_74,0.96241295,0.0052417354,0.00022334173,0.03212192
Test_75,0.00015703854,0.01239579,0.0011514858,0.98629564
Test_76,0.9977775,0.00020620317,0.00065215956,0.0013641253
Test_77,2.6425143e-05,0.00013914736,0.99982953,4.891195e-06
Test_78,4.0638726e-05,0.023915658,9.969861e-05,0.97594404
Test_79,0.0005106331,0.018203193,0.00042726845,0.980859
Test_80,0.00015252196,0.9760819,0.00920105,0.014564453
Test_81,1.2485621e-05,0.008555077,0.99141836,1.4017613e-05
Test_82,0.0003555908,0.3257941,0.6500597,0.023790596
Test_83,3.755878e-05,0.015615494,0.9842716,7.5279386e-05
Test_84,2.3641887e-05,0.00014185377,1.1386102e-06,0.9998332
Test_85,0.042449377,0.02262686,0.001221978,0.93370175
Test_86,1.3163131e-05,0.0018148039,0.99816847,3.5125877e-06
Test_87,0.46276173,0.24283053,0.029932259,0.26447552
Test_88,0.00010121488,0.49685344,0.00063638756,0.502409
Test_89,0.00045284236,0.023101607,0.00015460319,0.97629106
Test_90,0.00022303275,0.005445796,0.99428177,4.938569e-05
Test_91,0.9976997,0.00046324675,0.00067018485,0.0011668935
Test_92,0.99939036,6.521142e-05,0.0003533453,0.00019109773
Test_93,3.1050393e-05,0.00095752464,0.999,1.1474653e-05
Test_94,1.92047e-09,1.8576461e-06,2.110117e-09,0.9999981
Test_95,0.98561007,0.0024956749,0.0077058044,0.0041884826
Test_96,3.1372352e-07,6.188725e-05,1.3633424e-07,0.99993765
Test_97,0.9849028,0.006882086,0.0010245343,0.007190624
Test_98,0.005255367,0.6561715,0.0053904457,0.3331826
Test_99,0.00010293433,0.01831468,7.075255e-05,0.98151165
Test_100,6.8445534e-06,0.006054286,2.8639863e-06,0.993936
Test_101,3.9501694e-05,0.00022267572,4.053519e-06,0.99973375
Test_102,5.0096412e-05,4.14211e-05,4.3765507e-07,0.999908
Test_103,0.0009444234,0.3287658,0.0008158028,0.66947395
Test_104,2.41697e-05,0.0028427688,1.630147e-05,0.9971168
Test_105,5.0692597e-06,3.781965e-05,7.290796e-07,0.99995637
Test_106,0.9858182,0.0053597745,0.007005697,0.001816255
Test_107,0.003914486,0.11932025,0.7688197,0.107945524
Test_108,0.0002411493,0.04038802,0.00037095908,0.9589999
Test_109,0.53163725,0.28772336,0.057532147,0.12310725
Test_110,0.9749341,0.0008003509,0.00043052633,0.023835054
Test_111,0.48481286,0.14195026,0.0062625953,0.3669743
Test_112,1.761159e-05,0.00090856646,0.9990596,1.4136743e-05
Test_113,0.0001135213,0.11525147,0.00013459407,0.8845005
Test_114,0.00094732794,0.96226734,0.023924945,0.012860385
Test_115,4.1646732e-07,2.6412838e-05,0.9999732,2.6607417e-08
Test_116,0.00023777221,0.0028315901,0.9968177,0.00011286583
Test_117,2.5652545e-05,0.0008599679,0.9991084,5.9374233e-06
Test_118,1.937832e-05,0.00014145764,0.9998349,4.2555894e-06
Test_119,0.9969187,0.0008218068,0.0015486049,0.00071098015
Test_120,1.2796668e-05,0.00035702702,0.99962735,2.9172338e-06
Test_121,0.00026820085,0.0021574511,0.99741274,0.00016161158
Test_122,7.419578e-08,8.110216e-05,0.9999187,6.733682e-08
Test_123,0.000113900765,0.0065659573,0.9932869,3.3220207e-05
Test_124,0.00018871849,0.007318587,1.5197364e-05,0.9924776
Test_125,0.017244415,0.54476047,0.0023568776,0.43563828
Test_126,0.99983644,1.2175575e-05,0.00012946202,2.1911375e-05
Test_127,0.0005478208,0.0029456515,8.9867935e-05,0.99641657
Test_128,0.00015330556,0.09939446,0.87367964,0.026772577
Test_129,5.0592822e-05,0.8109413,0.17959183,0.009416324
Test_130,1.8719766e-05,0.0027799506,1.886146e-05,0.9971825
Test_131,2.0836806e-07,3.5790372e-06,1.6677799e-08,0.9999962
Test_132,0.99993503,3.7811683e-06,3.5573215e-05,2.5573041e-05
Test_133,0.000472067,0.26309213,0.0009295295,0.73550636
Test_134,0.015901374,0.01672424,0.00030948257,0.96706486
Test_135,0.0004565416,0.08226195,0.91416025,0.0031211579
Test_136,7.5186614e-07,5.759664e-05,3.2388718e-07,0.99994135
Test_137,1.2211833e-05,0.0007934893,0.9991911,3.2085877e-06
Test_138,1.2022403e-05,0.000190826,0.99979633,8.2470166e-07
Test_139,0.9987165,8.4707586e-05,0.00013543697,0.0010634438
Test_140,0.0006888592,0.3071097,0.67397535,0.018226027
Test_141,0.00014055429,0.00025183355,2.2312313e-05,0.99958533
Test_142,2.2072916e-06,0.0014793887,1.9351464e-06,0.9985165
Test_143,0.007430768,0.7113554,0.0031716824,0.27804217
Test_144,0.99887556,0.00019329628,0.00067924015,0.0002518759
Test_145,0.0003329574,0.04955131,0.00016399907,0.94995177
Test_146,2.0618285e-05,0.00017012405,0.9998066,2.6914931e-06
Test_147,1.3721845e-07,0.0009645212,0.99903476,6.106126e-07
Test_148,0.9773029,0.0013388358,0.00012386685,0.021234391
Test_149,0.001378078,0.01526398,0.9821118,0.001246118
Test_150,0.00012133525,0.00576688,1.6358716e-05,0.99409544
Test_151,0.003967239,0.02621388,0.9676697,0.0021491952
Test_152,0.002431844,0.4067601,0.5863844,0.0044236304
Test_153,3.9880165e-06,0.00015053984,1.8455664e-06,0.9998437
Test_154,3.9664723e-05,0.018383864,0.98156077,1.5621126e-05
Test_155,0.0002630666,0.0742091,0.9250391,0.0004887817
