image_id,healthy,multiple_diseases,rust,scab
Test_0,0.0052428474,0.20090546,0.7930031,0.000848647
Test_1,1.8853034e-05,0.004259695,0.9952533,0.00046813992
Test_2,0.00028595745,0.00044009817,0.0001189519,0.9991549
Test_3,0.9998301,5.6936685e-08,0.00016936658,4.999505e-07
Test_4,0.00034956922,0.0028088957,0.99653554,0.00030606237
Test_5,0.9973339,0.0005522588,0.00020075195,0.0019131922
Test_6,0.9991078,8.381154e-05,0.00044948593,0.00035880704
Test_7,8.897868e-05,0.016455902,0.01672233,0.96673274
Test_8,0.0064956136,0.30350292,0.039473616,0.6505279
Test_9,0.0011404373,0.038722962,0.9559234,0.0042132325
Test_10,0.000913997,0.19772315,0.8003443,0.0010185604
Test_11,0.9954516,0.0002493598,0.0006593569,0.0036397679
Test_12,0.24997784,0.20282549,0.0010229411,0.54617375
Test_13,0.9991233,0.0001863497,0.00039340204,0.0002969604
Test_14,0.0003388355,0.0017938224,0.9975751,0.00029217248
Test_15,0.0008230981,0.017314456,0.9818331,2.9397797e-05
Test_16,0.9961104,0.0008914054,0.0016199589,0.0013782945
Test_17,0.0071970923,0.05093924,0.0059246374,0.935939
Test_18,0.020913951,0.085992485,0.01905597,0.8740377
Test_19,5.415796e-05,0.00066745374,0.9979498,0.0013285606
Test_20,0.00055663416,0.014642285,0.00010328857,0.9846978
Test_21,0.99856997,3.2228374e-05,0.00047161907,0.00092617125
Test_22,3.6803867e-05,0.00029837887,0.9996624,2.3859086e-06
Test_23,8.869034e-05,0.00042205077,0.00020435882,0.9992849
Test_24,0.9962888,0.002672324,0.0002205196,0.00081835786
Test_25,0.00017036177,0.0010575862,2.6900936e-05,0.9987451
Test_26,0.030436702,0.005133474,0.0016128508,0.96281695
Test_27,0.0002864973,0.022935184,0.97641045,0.00036786226
Test_28,0.9995695,1.222872e-05,0.00040933824,8.861367e-06
Test_29,0.055525083,0.52458787,0.34534457,0.07454244
Test_30,0.9990522,0.00014631449,0.00021639124,0.0005849616
Test_31,0.0004984877,0.54978955,0.4492736,0.00043829848
Test_32,0.0088490015,0.016083738,0.0022236512,0.97284365
Test_33,1.7666456e-05,0.0019441992,8.357033e-05,0.9979546
Test_34,0.009170103,0.0038593581,0.0005801071,0.9863905
Test_35,2.0545222e-05,0.0003782008,5.8867417e-06,0.99959546
Test_36,0.001238488,0.00018564257,0.99828374,0.0002921668
Test_37,0.034117237,0.0051161554,4.5924924e-05,0.9607207
Test_38,0.00035277416,0.012564943,0.00035466155,0.98672765
Test_39,0.000587885,0.0014421209,0.99097425,0.0069957124
Test_40,1.2222736e-06,0.00013972694,0.99985087,8.112671e-06
Test_41,0.00084504415,0.00090074056,0.9982059,4.833955e-05
Test_42,0.0034432802,0.022917423,7.8715486e-05,0.9735606
Test_43,0.06637768,0.0030238382,0.93053776,6.083451e-05
Test_44,0.2106153,0.62825465,0.05395554,0.10717453
Test_45,0.0080212755,0.44272047,0.035086747,0.5141715
Test_46,0.5026756,0.014492403,0.00041564176,0.4824164
Test_47,0.00035390854,0.013662893,0.9851366,0.0008465534
Test_48,0.0034043186,0.08321102,0.9117757,0.0016089943
Test_49,0.00043861556,0.0002578682,0.999035,0.00026859838
Test_50,0.0009111301,0.028749019,0.97022,0.00011983234
Test_51,1.014819e-05,0.00062968774,0.99934644,1.3642046e-05
Test_52,6.806464e-05,0.007864454,0.9920637,3.8427684e-06
Test_53,0.00020818425,0.0021629124,0.9974941,0.00013478534
Test_54,0.028501239,0.24766475,0.041980065,0.6818539
Test_55,0.002384662,0.023996063,0.0011285001,0.9724907
Test_56,0.0035585342,0.26830384,0.013756592,0.714381
Test_57,0.8929334,0.014324132,0.01804269,0.0746997
Test_58,1.2206631e-05,0.0001556623,1.351431e-06,0.99983084
Test_59,0.00038251228,0.015279561,0.9840645,0.00027335825
Test_60,1.3002963e-06,0.00015187572,2.6119069e-05,0.99982077
Test_61,0.98659116,0.0007993046,0.0009481093,0.011661433
Test_62,0.0014975243,0.011488489,0.0016286133,0.9853855
Test_63,0.0032030838,0.50630003,0.0009250998,0.48957178
Test_64,0.5690816,0.01609851,0.17744918,0.23737064
Test_65,0.0002095358,0.0039289445,0.9956317,0.00022989951
Test_66,0.99999726,1.5388765e-07,2.3288176e-06,2.9297644e-07
Test_67,1.8461908e-05,8.8586836e-05,0.9998878,5.1256998e-06
Test_68,0.00068714353,0.44237226,0.0043840236,0.5525566
Test_69,1.908212e-05,0.0002130506,0.9997602,7.5916823e-06
Test_70,8.487969e-06,0.0038428006,0.00028090045,0.99586785
Test_71,0.0008386733,0.0001039691,0.9990501,7.251678e-06
Test_72,0.0006175797,0.031278756,0.0073349862,0.9607687
Test_73,0.99574584,5.180597e-05,0.004187498,1.4869593e-05
Test_74,0.97551435,0.017302556,0.00032666116,0.0068563092
Test_75,0.14949502,0.04173843,0.037118312,0.7716482
Test_76,0.9996568,2.4549267e-06,0.00032953412,1.1118149e-05
Test_77,0.00034624792,0.00023200849,0.99928564,0.00013618112
Test_78,4.3350527e-05,0.07000792,0.0005531252,0.9293957
Test_79,0.009501769,0.09650006,0.0008389809,0.89315915
Test_80,2.5538347e-05,0.007435962,0.9897848,0.0027537448
Test_81,0.00028187895,0.4803844,0.518684,0.000649652
Test_82,0.00029375468,0.015113924,0.9815595,0.003032865
Test_83,1.9038263e-05,0.21998942,0.7794545,0.00053707266
Test_84,0.028345557,0.003648173,0.0013141227,0.9666922
Test_85,5.6321016e-05,0.00042342365,4.5420984e-05,0.9994748
Test_86,9.075801e-05,0.008715616,0.9908857,0.00030795147
Test_87,0.669248,0.006277129,0.032431107,0.29204375
Test_88,0.00081769016,0.054381527,0.0023495322,0.9424513
Test_89,0.1922814,0.0033715651,0.009003217,0.7953439
Test_90,0.000529413,0.016265614,0.98294467,0.00026039887
Test_91,0.99899906,0.00026586722,0.0005597275,0.0001754452
Test_92,0.9996288,4.0979457e-06,0.00036182872,5.3345643e-06
Test_93,0.000104768595,0.020189708,0.97969806,7.438617e-06
Test_94,8.627741e-06,0.0026498635,0.00010388871,0.99723756
