image_id,healthy,multiple_diseases,rust,scab
Test_0,8.098324e-06,0.014085386,0.9857972,0.00010932299
Test_1,9.175379e-12,2.781719e-08,1.0,9.5026785e-11
Test_2,1.7234802e-08,3.4662197e-08,3.8433603e-09,1.0
Test_3,0.9999951,2.0386892e-09,4.8313195e-06,2.9831565e-08
Test_4,2.8447462e-09,3.4310628e-07,0.99999964,1.5463588e-08
Test_5,0.9990515,0.00037289964,0.00035438623,0.00022125049
Test_6,0.99958783,2.8396566e-05,9.6963595e-05,0.0002868493
Test_7,0.00046976458,0.0061975853,0.000236935,0.9930957
Test_8,0.00050344615,0.12503363,0.013536792,0.86092615
Test_9,2.3539263e-08,9.304519e-06,0.9999906,7.5396365e-08
Test_10,0.0022889797,0.006806207,0.9896374,0.0012673767
Test_11,0.9999528,1.9353608e-06,2.4192579e-05,2.1159723e-05
Test_12,0.19560087,0.06220764,0.002634632,0.7395568
Test_13,0.99984515,6.138269e-05,4.9768132e-05,4.3675667e-05
Test_14,4.3348565e-09,7.2365987e-07,0.9999993,1.8436632e-08
Test_15,2.8528364e-06,1.158929e-05,0.99998546,1.4086119e-07
Test_16,0.99951434,5.077576e-05,0.0002529959,0.00018185684
Test_17,0.002368367,0.017965332,0.0027339337,0.9769324
Test_18,0.38628966,0.037674032,0.0075710593,0.5684653
Test_19,3.915936e-07,0.00039554248,0.99953187,7.219708e-05
Test_20,2.9970994e-05,0.0001496429,2.3689003e-05,0.9997967
Test_21,0.9832186,0.00035457642,0.000827865,0.015598908
Test_22,4.975333e-11,4.9575792e-08,1.0,7.788726e-11
Test_23,4.3666014e-07,3.8087157e-05,8.223095e-06,0.99995327
Test_24,0.8324925,0.13498528,0.00999844,0.022523798
Test_25,6.3881653e-06,2.8956176e-05,4.6524337e-06,0.99995995
Test_26,0.020762905,0.017634403,0.005672295,0.9559305
Test_27,1.3761406e-06,0.0018482781,0.9981312,1.910144e-05
Test_28,0.99999857,2.2158498e-07,3.4957554e-07,8.4902115e-07
Test_29,0.020630835,0.7497476,0.097785145,0.1318364
Test_30,0.99959034,5.5116452e-05,0.000106046304,0.00024842707
Test_31,1.47363735e-05,0.03822487,0.9616648,9.556563e-05
Test_32,0.00064410537,0.002061302,0.00034280677,0.9969518
Test_33,1.3817558e-05,0.00015963335,2.5860381e-05,0.99980074
Test_34,0.0016137767,0.003078163,0.00022398638,0.9950841
Test_35,9.079428e-05,0.0011200483,7.2827e-05,0.99871635
Test_36,8.618922e-07,2.5962809e-06,0.99998903,7.5214984e-06
Test_37,7.8961995e-05,0.005367365,2.7136562e-05,0.99452645
Test_38,4.0626864e-07,0.00026526226,2.151659e-06,0.9997322
Test_39,1.4766681e-05,0.000116602205,0.9996599,0.00020879752
Test_40,3.0982957e-14,3.692498e-11,1.0,5.676165e-13
Test_41,1.5444698e-07,8.393043e-05,0.9999137,2.243654e-06
Test_42,2.2207056e-05,2.882788e-05,2.5918407e-06,0.99994636
Test_43,2.7250264e-06,5.7056423e-06,0.9999912,3.8479072e-07
Test_44,0.026974468,0.7520039,0.047614574,0.17340714
Test_45,5.2451087e-05,0.036233418,0.0010992674,0.96261495
Test_46,0.60811925,0.28436765,0.013014741,0.09449834
Test_47,2.4595909e-06,0.0003788248,0.9996018,1.6939273e-05
Test_48,7.080167e-07,0.00038626738,0.99961096,2.165172e-06
Test_49,9.154301e-09,9.943623e-07,0.9999988,2.629393e-07
Test_50,5.8493988e-05,0.020976946,0.9776358,0.0013286794
Test_51,1.9037662e-06,0.0009330752,0.9990584,6.5404565e-06
Test_52,1.8389817e-07,0.00015168273,0.9998481,4.539877e-08
Test_53,4.2644186e-07,9.3448034e-05,0.9999014,4.5925804e-06
Test_54,0.18278506,0.63900185,0.13098988,0.047223207
Test_55,6.164085e-06,0.00020932162,3.244884e-05,0.9997521
Test_56,1.8835134e-06,0.00022113521,6.460105e-06,0.9997706
Test_57,0.8126528,0.03681146,0.10539833,0.045137435
Test_58,5.263111e-07,4.6487923e-05,1.2538387e-06,0.9999517
Test_59,0.00061530457,0.15344793,0.682811,0.16312572
Test_60,7.449039e-08,7.101987e-06,2.348173e-06,0.99999046
Test_61,0.9995832,0.00011038975,0.00013094251,0.00017558027
Test_62,3.3854732e-05,0.0026236929,0.00044991865,0.9968925
Test_63,0.002642142,0.08472628,0.0009860288,0.9116456
Test_64,0.49096152,0.016874412,0.07494936,0.4172147
Test_65,3.8400725e-05,0.012093448,0.98771787,0.00015029819
Test_66,0.999998,1.531098e-08,1.4812508e-06,5.282746e-07
Test_67,2.8318139e-08,2.4462957e-05,0.9999746,9.6259e-07
Test_68,1.845602e-05,0.024661351,0.00022593289,0.97509426
Test_69,2.4946298e-06,0.0006052016,0.99938965,2.6362818e-06
Test_70,3.9963084e-06,0.0013287711,0.00022516139,0.998442
Test_71,3.6775396e-06,3.6106628e-06,0.99999225,4.8707335e-07
Test_72,0.0003098925,0.02159503,0.0009475342,0.97714764
Test_73,0.9999939,2.2374053e-07,5.2400924e-06,6.4856846e-07
Test_74,0.97717035,0.012596974,0.0017808352,0.008451794
Test_75,0.005672812,0.08197426,0.10673085,0.80562204
Test_76,0.9999343,4.4628027e-06,9.587324e-06,5.1656756e-05
Test_77,4.0072635e-07,3.9331476e-06,0.9999906,5.170937e-06
Test_78,9.023351e-07,0.002290936,2.413799e-05,0.997684
Test_79,0.024036486,0.023739053,0.0030765722,0.9491479
Test_80,2.0488624e-05,0.35829282,0.24966095,0.39202568
Test_81,3.0201445e-05,0.010549673,0.98937726,4.295722e-05
Test_82,0.0001492487,0.007661576,0.9742543,0.01793491
Test_83,2.4077298e-07,0.0027301675,0.99719256,7.708646e-05
Test_84,0.6992131,0.016048478,0.0045802062,0.28015822
Test_85,7.541716e-07,5.4977627e-05,3.4386649e-06,0.99994075
Test_86,5.6075e-08,0.0002593845,0.99973994,6.245725e-07
Test_87,0.6831244,0.06787739,0.17968483,0.06931341
Test_88,0.00076707295,0.05363351,0.00069538265,0.9449041
Test_89,9.973052e-05,0.0015206899,0.000116977695,0.9982626
Test_90,6.6350214e-07,0.00018030837,0.9998084,1.0695064e-05
Test_91,0.9996948,8.263578e-05,6.8728e-05,0.00015388682
Test_92,0.99719954,0.00021020469,0.00071617897,0.001874147
Test_93,1.6262142e-07,0.0012472626,0.9987521,4.420188e-07
Test_94,1.4013762e-09,7.445473e-08,3.8658716e-09,0.9999999
Test_95,0.9997631,1.03141565e-05,0.00021905369,7.5170883e-06
Test_96,1.9695572e-06,6.366266e-06,1.970504e-06,0.9999896
Test_97,0.999212,0.00032624337,0.00029896322,0.0001627833
Test_98,1.3945495e-05,0.004422927,0.00017765403,0.99538547
Test_99,8.770884e-05,0.00073209364,0.00031731595,0.99886286
Test_100,9.44829e-07,5.493788e-06,6.68401e-08,0.99999344
Test_101,0.045630544,0.0027968355,0.0023913307,0.9491813
Test_102,0.0015400421,0.0014097324,0.00047247414,0.9965778
Test_103,0.00083918544,0.024417806,0.003996839,0.97074616
Test_104,3.1892473e-06,0.0005964097,3.0803776e-06,0.9993973
Test_105,0.00021269023,0.0026585634,0.00014790523,0.99698085
Test_106,0.99808335,0.00095453224,0.00046184318,0.00050025096
Test_107,3.066574e-06,0.00044397838,0.9993579,0.00019511189
Test_108,0.0015098291,0.0051950375,0.0008948151,0.9924003
Test_109,0.52436,0.23233831,0.115927935,0.12737378
Test_110,0.99910885,0.00011850529,7.746822e-05,0.00069518737
Test_111,0.8829794,0.027686222,0.0041310336,0.08520329
Test_112,3.3653438e-07,0.00015368036,0.99983716,8.857047e-06
Test_113,0.0010678946,0.10945628,0.004340725,0.8851351
Test_114,0.0029556723,0.6094203,0.047268953,0.340355
