image_id,healthy,multiple_diseases,rust,scab
Test_0,0.0015875645,0.00020599896,0.9981469,5.9620314e-05
Test_1,5.377385e-06,3.4615645e-05,0.9999591,9.901761e-07
Test_2,6.5964645e-07,8.877423e-06,2.4543255e-07,0.9999902
Test_3,0.99980444,2.3226137e-06,0.00017809302,1.5215222e-05
Test_4,5.1420306e-05,0.000110301415,0.99982965,8.638073e-06
Test_5,0.6743624,0.0018286814,0.012610669,0.3111982
Test_6,0.9999019,6.3948405e-06,5.8675563e-05,3.2964803e-05
Test_7,1.8879742e-06,0.0019250949,1.3792261e-06,0.9980716
Test_8,9.985237e-06,9.553074e-06,5.2731178e-08,0.99998045
Test_9,1.672554e-05,9.684854e-05,0.9998815,4.922203e-06
Test_10,0.028405977,0.058905806,0.89853144,0.014156762
Test_11,0.9933995,7.566362e-05,0.006023089,0.00050171895
Test_12,0.00038955742,0.0060903183,6.86336e-05,0.9934515
Test_13,0.9991191,3.8918406e-05,0.0003268564,0.00051512016
Test_14,0.0005153051,0.0019290983,0.99743,0.00012554353
Test_15,2.0797615e-06,7.50125e-05,0.99992216,7.461245e-07
Test_16,0.999899,1.4208549e-05,5.06613e-05,3.6103593e-05
Test_17,7.865843e-05,0.00096829754,0.00024565565,0.9987074
Test_18,0.0007792934,0.0043211887,0.05577781,0.9391216
Test_19,8.378149e-05,0.0003093653,0.9994929,0.00011385342
Test_20,0.00047275831,7.664861e-05,2.1473516e-05,0.99942917
Test_21,0.99829465,3.3784414e-05,0.0005701958,0.0011013501
Test_22,0.0020430028,0.0036217438,0.9938752,0.00046002318
Test_23,1.6789861e-06,2.2954328e-05,1.1782629e-06,0.99997413
Test_24,0.9997781,2.0291382e-06,3.76726e-05,0.00018226447
Test_25,4.913532e-06,7.4114156e-05,1.1603507e-06,0.9999198
Test_26,0.004918376,0.0021645557,0.0020788892,0.9908382
Test_27,5.219301e-05,0.0021456485,0.99778074,2.1371508e-05
Test_28,0.99834657,0.00015004288,0.00051886356,0.0009844905
Test_29,0.007462034,0.041885503,0.068481945,0.88217044
Test_30,0.99961036,5.9961254e-05,8.893018e-06,0.00032087526
Test_31,1.1318398e-05,0.0013082913,0.9986695,1.0947112e-05
Test_32,0.0031477627,0.0048170667,0.0024568525,0.9895783
Test_33,0.0003157687,0.0022436746,7.802414e-06,0.99743277
Test_34,0.000584404,0.00038038375,9.7351076e-05,0.9989378
Test_35,2.5146044e-05,1.4916479e-05,1.1170303e-06,0.9999589
Test_36,9.089641e-05,8.9007495e-05,0.99980444,1.567563e-05
Test_37,0.023107499,5.1917585e-05,6.2807667e-06,0.97683436
Test_38,0.0004707591,0.0033602195,0.00011533044,0.9960537
Test_39,1.1112251e-06,8.683781e-06,0.9999896,5.814492e-07
Test_40,5.215833e-07,8.179291e-06,0.9999908,4.722382e-07
Test_41,2.7385408e-06,1.7197453e-06,0.99999535,1.7981306e-07
Test_42,0.00014043735,5.4455108e-05,1.1721206e-06,0.99980396
Test_43,0.37631437,0.032294344,0.06954788,0.52184343
Test_44,0.001151593,0.9651629,0.03287207,0.00081343367
Test_45,0.019262591,0.12059999,0.6551039,0.20503351
Test_46,0.9543867,0.00014913813,8.398002e-05,0.045380123
Test_47,3.3764e-05,3.775713e-05,0.9999213,7.208879e-06
Test_48,1.49564385e-05,0.00026225636,0.9997149,7.830521e-06
Test_49,0.00030372283,3.142929e-05,0.99964607,1.883014e-05
Test_50,9.0856236e-05,0.00016441886,0.99956745,0.00017729848
Test_51,7.331432e-07,8.962511e-06,0.99998975,5.744017e-07
Test_52,1.07057485e-05,5.7221478e-05,0.99993145,5.9161033e-07
Test_53,8.341808e-07,4.8222287e-06,0.9999943,6.410679e-08
Test_54,0.88256115,0.0023193124,0.096136495,0.018982962
Test_55,4.9576956e-05,0.00089229376,3.611729e-05,0.999022
Test_56,0.0019127174,0.30802217,0.028717471,0.66134757
Test_57,0.9754647,0.0015838617,0.002833357,0.020118097
Test_58,0.00060856866,0.00066957495,3.8910024e-05,0.9986829
Test_59,0.00038157578,0.0110545745,0.98829633,0.0002675805
Test_60,3.841323e-06,7.5944154e-05,3.7033885e-06,0.99991655
Test_61,0.9995222,3.094149e-05,0.00012305347,0.00032376422
Test_62,0.00549998,0.2910758,0.1880677,0.5153565
Test_63,0.029355805,0.20923464,0.005915083,0.7554945
Test_64,0.9988526,5.001219e-05,0.00023878511,0.0008585854
Test_65,2.8559509e-05,0.0004090155,0.9995055,5.6917197e-05
Test_66,0.99998343,2.0268808e-07,2.042543e-06,1.4272956e-05
Test_67,2.7245838e-05,5.4307682e-05,0.99989295,2.5535994e-05
Test_68,3.9987544e-06,0.0003159464,3.7362636e-06,0.99967635
Test_69,1.0936339e-05,0.0001495065,0.99982697,1.2623618e-05
Test_70,1.2256957e-05,0.00017904617,2.3374716e-05,0.99978536
Test_71,0.00018144786,2.6798933e-05,0.99979,1.7554139e-06
Test_72,0.00020523476,0.0021162697,3.337959e-05,0.9976451
Test_73,0.9997602,7.842669e-06,0.00021214632,1.9737765e-05
Test_74,0.9997305,1.1058775e-05,1.4388143e-06,0.00025690033
Test_75,0.010839482,0.0009586412,0.0006517849,0.9875501
Test_76,0.9999671,1.0945025e-06,1.1757004e-05,2.0053789e-05
Test_77,7.115752e-05,4.8849965e-05,0.99986446,1.5464484e-05
Test_78,0.00012454056,0.0017524294,2.0931331e-05,0.9981021
Test_79,0.047840975,0.0014161597,0.00032635272,0.9504166
Test_80,0.05390529,0.07229794,0.570636,0.3031608
Test_81,5.7417077e-07,1.6581504e-05,0.99998224,6.407928e-07
Test_82,0.00025880866,0.0038809176,0.98322576,0.012634504
Test_83,2.2557238e-06,3.8504204e-05,0.99995255,6.6821954e-06
Test_84,0.041610457,0.00012904484,3.0133022e-05,0.9582303
Test_85,0.0031960132,0.0053549777,0.0001404561,0.9913085
Test_86,8.144601e-05,0.0015652986,0.9982591,9.409265e-05
Test_87,0.90841645,0.0025026447,0.07930076,0.009780154
Test_88,0.0043482245,0.72946817,0.005195032,0.26098862
Test_89,0.34691867,0.0043654805,0.002295833,0.64642
Test_90,0.000980125,0.06653672,0.93189484,0.00058831146
