image_id,healthy,multiple_diseases,rust,scab
Test_0,3.9859573e-05,0.00083192583,0.9991173,1.0808612e-05
Test_1,8.029503e-05,0.0033428583,0.99650526,7.15899e-05
Test_2,8.9517525e-06,0.00010746904,4.862928e-06,0.99987864
Test_3,0.99999774,1.5613469e-07,7.4634454e-07,1.4338545e-06
Test_4,0.00033911338,0.0012045704,0.99831367,0.00014268917
Test_5,0.98688173,0.008926053,0.00042806024,0.003764183
Test_6,0.99982893,2.9352559e-05,3.813563e-05,0.000103634025
Test_7,3.9193715e-06,0.0007112222,7.672293e-06,0.9992773
Test_8,0.0037797785,0.35328424,0.0018285938,0.6411074
Test_9,3.4933764e-05,0.00025442295,0.9997002,1.0516373e-05
Test_10,0.0044028847,0.0009704637,0.9946109,1.5787491e-05
Test_11,0.9989993,2.242786e-05,0.0009544042,2.3861901e-05
Test_12,0.0012327331,0.0060441787,0.00012178619,0.99260134
Test_13,0.9999634,2.1420547e-05,9.708448e-06,5.4050647e-06
Test_14,0.0024023496,0.0121137295,0.9848224,0.00066157046
Test_15,0.00090478227,0.00028204842,0.99878913,2.408303e-05
Test_16,0.99413294,0.0015854187,0.0036352389,0.0006463849
Test_17,0.00016121297,0.017979093,0.0003538386,0.9815059
Test_18,0.007406162,0.020716436,0.0020770729,0.96980035
Test_19,7.3731003e-06,0.001429797,0.9985405,2.2423845e-05
Test_20,6.619184e-05,0.00039820644,1.1412782e-05,0.9995241
Test_21,0.9989134,0.00013356945,2.4747793e-05,0.0009283012
Test_22,2.7872133e-05,0.00085155235,0.9991129,7.5817616e-06
Test_23,2.7010172e-08,4.5111915e-06,3.821474e-08,0.99999547
Test_24,0.9451304,0.021779941,0.0013125871,0.031777132
Test_25,2.6286401e-05,0.00022095244,6.878596e-06,0.9997458
Test_26,0.006445905,0.13641925,0.0072358646,0.84989893
Test_27,2.9341527e-05,0.0022800148,0.9976648,2.580986e-05
Test_28,0.99976414,6.264495e-05,8.536548e-05,8.786395e-05
Test_29,0.013976017,0.8485146,0.074876435,0.06263294
Test_30,0.9996699,6.5048764e-05,6.9584735e-06,0.00025807344
Test_31,0.00035465075,0.11291986,0.8863725,0.00035305353
Test_32,0.056289814,0.041412838,0.005666344,0.896631
Test_33,9.897992e-05,0.0013442833,1.9666071e-05,0.99853706
Test_34,0.0028260604,0.0023909542,0.0006256354,0.9941573
Test_35,3.4944995e-05,0.00045698145,9.926656e-06,0.9994981
Test_36,0.00017832444,0.0007873238,0.9988921,0.00014230519
Test_37,0.004662767,0.010979465,4.8502538e-05,0.9843093
Test_38,0.00012518311,0.0008022916,2.09869e-05,0.9990515
Test_39,2.0632724e-05,0.006129121,0.99375796,9.2230955e-05
Test_40,5.6835853e-07,5.5412253e-05,0.9999436,3.7515443e-07
Test_41,1.7674378e-06,4.3831013e-05,0.99995387,5.1981704e-07
Test_42,0.00011645215,0.0002863492,1.1932207e-05,0.99958533
Test_43,0.00018914003,0.0006082501,0.99917537,2.709987e-05
Test_44,0.0051429532,0.9787466,0.007047519,0.009062952
Test_45,0.0005213936,0.8450916,0.03105155,0.12333554
Test_46,0.15581061,0.06604918,0.0005110318,0.7776292
Test_47,0.005560046,0.018768689,0.9727797,0.0028915661
Test_48,0.0003207697,0.0022366818,0.99727935,0.00016327924
Test_49,0.00057429186,0.0002498123,0.99911445,6.139958e-05
Test_50,5.141331e-05,0.004614522,0.9952845,4.962765e-05
Test_51,4.2969932e-05,0.0016038411,0.9983181,3.5165147e-05
Test_52,0.0010669555,0.0062816557,0.9925776,7.377111e-05
Test_53,5.606707e-05,0.0008919164,0.9990263,2.5759278e-05
Test_54,0.02393002,0.8382772,0.065198414,0.07259435
Test_55,0.00012417954,0.00070369005,4.7245834e-05,0.9991248
Test_56,2.9826708e-05,0.00432076,9.463048e-05,0.99555486
Test_57,0.99177575,0.00044645506,0.00092028687,0.00685751
Test_58,5.3027034e-05,0.00092953705,3.672697e-05,0.9989807
Test_59,0.0071279206,0.11468398,0.53267264,0.34551546
Test_60,2.7099326e-05,0.003842937,3.9980558e-05,0.99608994
Test_61,0.9996699,0.00014780194,2.3810995e-05,0.00015848654
Test_62,0.0038361398,0.2983972,0.004810689,0.692956
Test_63,0.02573224,0.41293117,0.010027716,0.5513088
Test_64,0.99381554,0.000154108,0.00036043467,0.005669909
Test_65,9.757976e-05,0.0019762607,0.9978678,5.8274814e-05
Test_66,0.9999199,1.8460038e-05,4.4198776e-05,1.7382083e-05
Test_67,5.8686014e-06,0.0003615037,0.9996209,1.1631927e-05
Test_68,8.6974005e-06,0.00141023,5.362372e-06,0.9985757
Test_69,0.00023658016,0.005483686,0.99419254,8.726378e-05
Test_70,0.000559583,0.0295733,0.0012920542,0.96857506
Test_71,0.00030785243,0.0004513094,0.99922955,1.1280304e-05
Test_72,0.0008430078,0.0037888868,0.00015011156,0.995218
Test_73,0.99950933,3.864488e-05,0.00042442005,2.7614617e-05
Test_74,0.99046737,0.0003622709,9.884691e-06,0.0091604255
Test_75,0.0089144185,0.27172723,0.124244735,0.5951136
Test_76,0.9996259,2.201993e-05,7.4708965e-05,0.00027727956
Test_77,9.679968e-05,0.0003259399,0.99956864,8.565027e-06
Test_78,9.328493e-05,0.0066437596,5.9510276e-05,0.9932034
Test_79,0.00086776086,0.0028684873,7.7736855e-05,0.99618596
Test_80,0.00028216152,0.9510869,0.035716318,0.012914609
Test_81,0.00014232892,0.052093003,0.94746983,0.00029477433
Test_82,0.00062598265,0.05740017,0.34235767,0.5996161
